id,text
519,"Introduced in the 1950s, Schooner is a popular Maritime-brewed beer. Unique fruity flavours from the Labatt yeast, and a special blend of North American hops, help deliver a clean, smooth tasting beer. Schooner beer was named after the famous sailing ship, the Bluenose II, which was owned by the Oland family."
520,IBU's: 40
521,Organically grown light malted barley and hops create a refreshingly wholesome flavoured ale with a delicate character. Brewed with skill and patience in one of Britain's finest small breweries.
522,"British caramel and roasted malts gives this smooth drinking brew its deep ehu or reddish amber color and nutty, toffee-like finish. Ehu Ale offers a fuller flavor and is a very approachable and refreshing beer that bridges lighter and darker styles."
523,"A German-style Pils with pale gold color and good body, this crisp, clean and very bitter beer has pronounced hop aroma and is made with the famous Hallertau hops. Kaiser Pils is brewed with triple decoction mashing. A beer worthy of an Emporer."
524,"A classic beer, garden style lager, Blue Diamond is light in color, yet full of flavor. Moderately hopped, Blue Diamond has a robust malty character you’ll enjoy again and again. Try one today!"
525,"According to German tradition, this full-bodied beer was brewed during the month of March with additional hops added in the brewing process to enhance the aroma. The special malt gives Red Rock an amber color and a taste you’ll love to hoist. Try one today!"
526,"Inspired by a long Bavarian tradition, Black Mountain is an unfiltered dark lager. Full-bodied, Black Mountain’s taste is a careful blend of dark and caramel malts, imparting balance to the yeasty flavor. It’s a beer for hearty appetites. Try one today!"
527,"A Bavarian Wheat Ale made with imported yeast and malted wheat that is unfiltered, with flavors and aromas reminiscent of banana and cloves. This award winning brew offers unique aromas and flavors for your enjoyment. Try one today!"
528,"Brewed within the parameters of a classic India Pale Ale or I.P.A., our version boasts a burst of hops from start to finish, and is blanced with a sweet maltiness."
529,A classic light beer made in the American tradition.
530,33 IBU
531,Brewed by Brasseurs RJ
532,"Previous name for ""Big Wave Golden Ale"""
533,"In the years since it was given to the city of Lawrence in 1955, the 'Prairie' class steam locomotive #1073 has been a source of interest and entertainment to young and old alike. This black stout was made using a generous portion of freshly toasted grains as well as a sizable dollop of dark molasses. Hop flavor and aroma is minimal in order to focus the flavor on the toasted malts. (O.G. - 16.95P/1068. Hops - 50 IBUs)"
534,"Our version of this old English style is a mild deep amber coloured ale with a pleasant ""nutty"" light biscuit and roasted malt flavour and a light flowery hop aroma with a non bitter finish from the use of Saaz hops. This is a light bodied beer that appeals to both dark and light beer drinkers alike."
535,"Golden lager, perfectly balanced malt and hop characteristics. Won the Gold Medal at the 2002 Great American Beer Festival for “European-Style Pilsner” You know, just sayin'."
536,"Black Sand Porter is a robust, full bodied porter with pronounced bittersweet chocolate flavor and aroma from the diverse variety of malt used to brew this beer. The hops balance the the maltiness of this robust and roasty ale."
537,"Lavaman Red Ale is a malty, red ale with strong caramel notes and a subtle chocolate malt flavor. The pronounced maltiness is balanced by the delicate blend of Pacific Northwest hops resulting in a smooth, full-bodied beer."
538,"A full-bodied, American-Style I.P.A. that is bronze in color, Castaway IPA is ""dry hopped"" (aged with liberal amounts of whole hop flowers after fermentation) for assertive hop flavor and aroma. The bitterness is balanced by the malty body of the beer."
539,"A cloudy wheat beer, this American-style wheat ale good with a lemon, but great with life! 2001 International Beer Festival Gold Medal Winner for “Best In Show” Yep, she's showing off for you."
540,"Cameron’s Cream Ale is the beer that started our company. Hailed by Toronto Life in 1998 as “best new beer of the year.” This elegant golden ale is crisp, refreshing and balanced with a fruity backbone. Brewed with 2 row malted barley and specialty hops from the UK. Cameron’s Cream Ale is a dimensional beer that is refreshing in the summer and comforting in the colder seasons."
541,You can't deny the popularity of light beers today. You can create one that's more substantial and more flavorful than the competition.
542,"A full bodied, American-Style pale ale. Dry & crisp, this beer has a distinct hop flavor with citrus & tropical overtones."
543,"Our Hefeweizen has a very appealing fruity flavor and aroma resembling banana, sweet apple and pear."
544,Formerly Coon Rock Cream Ale
545,"An ice-brewed beer that has a clean, fresh, smooth finish from the ice-filtering process. Laker Ice is then carefully filtered to create a very drinkable brew with an appealing aroma and a higher alcohol strength."
546,"Ein Bier mit schöner dunkelbrauner Farbe. Leichtmalzaromatisch und milder, weicher, süffiger Geschmack. Sehr gute Schaum- bildung."
547,"Eine Art Festbier und für besondere Anlässe. Der Name bezieht sich auf das ""Fürstbischöfliche Braunbierhaus"" zu Bam- berg (1533 - 1790). Bernsteinfarbenes, leicht malzaromatisches Bier. Süffig, weicher, vollmundiger Geschmack. Sehr gute Schaum bildung."
548,"Thirsty Trout is a rich, robust American Porter. Dark brown in color with medium to heavy body and hints of light roast. Aromas of chocolate leave way to a full mouthfeel and somewhat sweet finish to make this porter a desirable companion. Thirsty Trout is a rich, robust American Porter that will have you yelling ""CHOCOLATE!"" after the first whiff. Dark brown in color with medium body and hints of light roast. The aromas of chocolate cupcake lead the way to a sweet caramel and toffee body that finish beautifully with hops. Stay trout my friends."
549,Released 2004 and before
550,This delightful stout consist a sweet caramel aroma with bitter dry fruit tone followed by a pleasant roast malt flavor.
551,"Porter, a full-flavored dark ale with full body & medium hops, is a style that enjoyed enormous popularity during the 1800's, when it was the drink of the working man, especially dockmen and warehouse porters."
552,"This Vienna-style lager is the big brother to our Pilsner, although maltier and less bitter. This beer is amber in color with a toasted and nutty body. Noble German hops complete this well-balanced lager."
553,"Our version of a robust porter, dark malt dominates the flavor profile, mouth feel is lighter than our stout, bitterness balanced to allow the specialty grains to shine."
554,An aggressively hopped IPA balanced with full flavored floor malted 2-row barley.
555,"A Bohemian-style Lager, with an abundance of Saaz hops."
556,Contract brewed by Brauerei Bischofshof
557,A medium bodied ale with a malty caramel flavor. Very smooth and flavorful. Our most popular beer.
558,"The granddaddy of pale ales, this style got its start as a special brew for English soldiers living in India. Our IPA is a medium bodied ale, with a light copper color and characterized by an intense hop flavor, with full flowery hop aroma and higher alcohol content."
559,"Our imperial stout is intensely rich and malty with flavors of black currant, toffee and dark roasted grains."
560,A Double Chocolate Oatmeal Porter. Now available year-round as Double Chocolate Oatmeal Porter. Replaced as a winter beer by a Belgian style dark ale.
